ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP6112EW0001,Count,Person,"Pob categori: Galwedigaeth, Pob categori: 16 i 74 oed"
WP6112EW0002,Count,Person,"Pob categori: Galwedigaeth, 16 i 19 oed"
WP6112EW0003,Count,Person,"Pob categori: Galwedigaeth, 20 i 24 oed"
WP6112EW0004,Count,Person,"Pob categori: Galwedigaeth, 25 i 29 oed"
WP6112EW0005,Count,Person,"Pob categori: Galwedigaeth, 30 i 34 oed"
WP6112EW0006,Count,Person,"Pob categori: Galwedigaeth, 35 i 39 oed"
WP6112EW0007,Count,Person,"Pob categori: Galwedigaeth, 40 i 44 oed"
WP6112EW0008,Count,Person,"Pob categori: Galwedigaeth, 45 i 49 oed"
WP6112EW0009,Count,Person,"Pob categori: Galwedigaeth, 50 i 54 oed"
WP6112EW0010,Count,Person,"Pob categori: Galwedigaeth, 55 i 59 oed"
WP6112EW0011,Count,Person,"Pob categori: Galwedigaeth, 60 i 64 oed"
WP6112EW0012,Count,Person,"Pob categori: Galwedigaeth, 65 i 74 oed"
WP6112EW0013,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, Pob categori: 16 i 74 oed"
WP6112EW0014,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 16 i 19 oed"
WP6112EW0015,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 20 i 24 oed"
WP6112EW0016,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 25 i 29 oed"
WP6112EW0017,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 30 i 34 oed"
WP6112EW0018,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 35 i 39 oed"
WP6112EW0019,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 40 i 44 oed"
WP6112EW0020,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 45 i 49 oed"
WP6112EW0021,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 50 i 54 oed"
WP6112EW0022,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 55 i 59 oed"
WP6112EW0023,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 60 i 64 oed"
WP6112EW0024,Count,Person,"1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion, 65 i 74 oed"
WP6112EW0025,Count,Person,"2. Galwedigaethau proffesiynol, Pob categori: 16 i 74 oed"
WP6112EW0026,Count,Person,"2. Galwedigaethau proffesiynol, 16 i 19 oed"
WP6112EW0027,Count,Person,"2. Galwedigaethau proffesiynol, 20 i 24 oed"
WP6112EW0028,Count,Person,"2. Galwedigaethau proffesiynol, 25 i 29 oed"
WP6112EW0029,Count,Person,"2. Galwedigaethau proffesiynol, 30 i 34 oed"
WP6112EW0030,Count,Person,"2. Galwedigaethau proffesiynol, 35 i 39 oed"
WP6112EW0031,Count,Person,"2. Galwedigaethau proffesiynol, 40 i 44 oed"
WP6112EW0032,Count,Person,"2. Galwedigaethau proffesiynol, 45 i 49 oed"
WP6112EW0033,Count,Person,"2. Galwedigaethau proffesiynol, 50 i 54 oed"
WP6112EW0034,Count,Person,"2. Galwedigaethau proffesiynol, 55 i 59 oed"
WP6112EW0035,Count,Person,"2. Galwedigaethau proffesiynol, 60 i 64 oed"
WP6112EW0036,Count,Person,"2. Galwedigaethau proffesiynol, 65 i 74 oed"
WP6112EW0037,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, Pob categori: 16 i 74 oed"
WP6112EW0038,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 16 i 19 oed"
WP6112EW0039,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 20 i 24 oed"
WP6112EW0040,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 25 i 29 oed"
WP6112EW0041,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 30 i 34 oed"
WP6112EW0042,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 35 i 39 oed"
WP6112EW0043,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 40 i 44 oed"
WP6112EW0044,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 45 i 49 oed"
WP6112EW0045,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 50 i 54 oed"
WP6112EW0046,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 55 i 59 oed"
WP6112EW0047,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 60 i 64 oed"
WP6112EW0048,Count,Person,"3. Galwedigaethau proffesiynol a thechnegol cyswllt, 65 i 74 oed"
WP6112EW0049,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, Pob categori: 16 i 74 oed"
WP6112EW0050,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 16 i 19 oed"
WP6112EW0051,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 20 i 24 oed"
WP6112EW0052,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 25 i 29 oed"
WP6112EW0053,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 30 i 34 oed"
WP6112EW0054,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 35 i 39 oed"
WP6112EW0055,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 40 i 44 oed"
WP6112EW0056,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 45 i 49 oed"
WP6112EW0057,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 50 i 54 oed"
WP6112EW0058,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 55 i 59 oed"
WP6112EW0059,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 60 i 64 oed"
WP6112EW0060,Count,Person,"4. Galwedigaethau gweinyddol ac ysgrifenyddol, 65 i 74 oed"
WP6112EW0061,Count,Person,"5. Galwedigaethau crefftau medrus, Pob categori: 16 i 74 oed"
WP6112EW0062,Count,Person,"5. Galwedigaethau crefftau medrus, 16 i 19 oed"
WP6112EW0063,Count,Person,"5. Galwedigaethau crefftau medrus, 20 i 24 oed"
WP6112EW0064,Count,Person,"5. Galwedigaethau crefftau medrus, 25 i 29 oed"
WP6112EW0065,Count,Person,"5. Galwedigaethau crefftau medrus, 30 i 34 oed"
WP6112EW0066,Count,Person,"5. Galwedigaethau crefftau medrus, 35 i 39 oed"
WP6112EW0067,Count,Person,"5. Galwedigaethau crefftau medrus, 40 i 44 oed"
WP6112EW0068,Count,Person,"5. Galwedigaethau crefftau medrus, 45 i 49 oed"
WP6112EW0069,Count,Person,"5. Galwedigaethau crefftau medrus, 50 i 54 oed"
WP6112EW0070,Count,Person,"5. Galwedigaethau crefftau medrus, 55 i 59 oed"
