ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7101EW0001,Count,Person,"All categories: Method of travel to work (2001 specification), All categories: Age 16 to 74"
WP7101EW0002,Count,Person,"All categories: Method of travel to work (2001 specification), Age 16 to 19"
WP7101EW0003,Count,Person,"All categories: Method of travel to work (2001 specification), Age 20 to 24"
WP7101EW0004,Count,Person,"All categories: Method of travel to work (2001 specification), Age 25 to 29"
WP7101EW0005,Count,Person,"All categories: Method of travel to work (2001 specification), Age 30 to 34"
WP7101EW0006,Count,Person,"All categories: Method of travel to work (2001 specification), Age 35 to 39"
WP7101EW0007,Count,Person,"All categories: Method of travel to work (2001 specification), Age 40 to 44"
WP7101EW0008,Count,Person,"All categories: Method of travel to work (2001 specification), Age 45 to 49"
WP7101EW0009,Count,Person,"All categories: Method of travel to work (2001 specification), Age 50 to 54"
WP7101EW0010,Count,Person,"All categories: Method of travel to work (2001 specification), Age 55 to 59"
WP7101EW0011,Count,Person,"All categories: Method of travel to work (2001 specification), Age 60 to 64"
WP7101EW0012,Count,Person,"All categories: Method of travel to work (2001 specification), Age 65 to 74"
WP7101EW0013,Count,Person,"Work mainly at or from home, All categories: Age 16 to 74"
WP7101EW0014,Count,Person,"Work mainly at or from home, Age 16 to 19"
WP7101EW0015,Count,Person,"Work mainly at or from home, Age 20 to 24"
WP7101EW0016,Count,Person,"Work mainly at or from home, Age 25 to 29"
WP7101EW0017,Count,Person,"Work mainly at or from home, Age 30 to 34"
WP7101EW0018,Count,Person,"Work mainly at or from home, Age 35 to 39"
WP7101EW0019,Count,Person,"Work mainly at or from home, Age 40 to 44"
WP7101EW0020,Count,Person,"Work mainly at or from home, Age 45 to 49"
WP7101EW0021,Count,Person,"Work mainly at or from home, Age 50 to 54"
WP7101EW0022,Count,Person,"Work mainly at or from home, Age 55 to 59"
WP7101EW0023,Count,Person,"Work mainly at or from home, Age 60 to 64"
WP7101EW0024,Count,Person,"Work mainly at or from home, Age 65 to 74"
WP7101EW0025,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, All categories: Age 16 to 74"
WP7101EW0026,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 16 to 19"
WP7101EW0027,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 20 to 24"
WP7101EW0028,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 25 to 29"
WP7101EW0029,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 30 to 34"
WP7101EW0030,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 35 to 39"
WP7101EW0031,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 40 to 44"
