ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP606EW0001,Count,Person,All categories: Occupation
WP606EW0002,Count,Person,"1 Managers, directors and senior officials"
WP606EW0003,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors"
WP606EW0004,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         111 Chief Executives and Senior Officials"
WP606EW0005,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         112 Production Managers and Directors"
WP606EW0006,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         113 Functional Managers and Directors"
WP606EW0007,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         115 Financial Institution Managers and Directors"
WP606EW0008,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         116 Managers and Directors in Transport and Logistics"
WP606EW0009,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         117 Senior Officers in Protective Services"
WP606EW0010,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         118 Health and Social Services Managers and Directors"
WP606EW0011,Count,Person,"1 Managers, directors and senior officials;     11 Corporate managers and directors;         119 Managers and Directors in Retail and Wholesale"
WP606EW0012,Count,Person,"1 Managers, directors and senior officials;     12 Other managers and proprietors"
WP606EW0013,Count,Person,"1 Managers, directors and senior officials;     12 Other managers and proprietors;         121 Managers and Proprietors in Agriculture Related Services"
WP606EW0014,Count,Person,"1 Managers, directors and senior officials;     12 Other managers and proprietors;         122 Managers and Proprietors in Hospitality and Leisure Services"
WP606EW0015,Count,Person,"1 Managers, directors and senior officials;     12 Other managers and proprietors;         124 Managers and Proprietors in Health and Care Services"
WP606EW0016,Count,Person,"1 Managers, directors and senior officials;     12 Other managers and proprietors;         125 Managers and Proprietors in Other Services"
WP606EW0017,Count,Person,2 Professional occupations
WP606EW0018,Count,Person,"2 Professional occupations;     21 Science, research, engineering and technology professionals"
WP606EW0019,Count,Person,"2 Professional occupations;     21 Science, research, engineering and technology professionals;         211 Natural and Social Science Professionals"
WP606EW0020,Count,Person,"2 Professional occupations;     21 Science, research, engineering and technology professionals;         212 Engineering Professionals"
WP606EW0021,Count,Person,"2 Professional occupations;     21 Science, research, engineering and technology professionals;         213 Information Technology and Telecommunications Professionals"
WP606EW0022,Count,Person,"2 Professional occupations;     21 Science, research, engineering and technology professionals;         214 Conservation and Environment Professionals"
WP606EW0023,Count,Person,"2 Professional occupations;     21 Science, research, engineering and technology professionals;         215 Research and Development Managers "
WP606EW0024,Count,Person,2 Professional occupations;     22 Health professionals
WP606EW0025,Count,Person,2 Professional occupations;     22 Health professionals;         221 Health Professionals
WP606EW0026,Count,Person,2 Professional occupations;     22 Health professionals;         222 Therapy Professionals
WP606EW0027,Count,Person,2 Professional occupations;     22 Health professionals;         223 Nursing and Midwifery Professionals
WP606EW0028,Count,Person,2 Professional occupations;     23 Teaching and educational professionals
WP606EW0029,Count,Person,2 Professional occupations;     23 Teaching and educational professionals;         231 Teaching and Educational Professionals
WP606EW0030,Count,Person,"2 Professional occupations;     24 Business, media and public service professionals"
WP606EW0031,Count,Person,"2 Professional occupations;     24 Business, media and public service professionals;         241 Legal Professionals"
WP606EW0032,Count,Person,"2 Professional occupations;     24 Business, media and public service professionals;         242 Business, Research and Administrative Professionals"
WP606EW0033,Count,Person,"2 Professional occupations;     24 Business, media and public service professionals;         243 Architects, Town Planners and Surveyors"
